tag,userId,userName,Link,Reputation
numpy,772649,HYRY,http://stackoverflow.com/users/772649/hyry,45151
numpy,2336654,piRSquared,http://stackoverflow.com/users/2336654/pirsquared,30224
numpy,1461210,ali_m,http://stackoverflow.com/users/1461210/ali-m,28494
numpy,133374,Albert,http://stackoverflow.com/users/133374/albert,20579
numpy,610569,alvas,http://stackoverflow.com/users/610569/alvas,19481
numpy,11522,Ben,http://stackoverflow.com/users/11522/ben,17451
numpy,283296,Amelio Vazquez-Reina,http://stackoverflow.com/users/283296/amelio-vazquez-reina,16654
numpy,143476,crippledlambda,http://stackoverflow.com/users/143476/crippledlambda,13073
numpy,648265,ivan_pozdeev,http://stackoverflow.com/users/648265/ivan-pozdeev,9235
numpy,492620,Oz123,http://stackoverflow.com/users/492620/oz123,8990
numpy,85514,Peter Smit,http://stackoverflow.com/users/85514/peter-smit,8636
numpy,572616,Woltan,http://stackoverflow.com/users/572616/woltan,7163
numpy,316357,Curious2learn,http://stackoverflow.com/users/316357/curious2learn,6141
numpy,654203,Anthony,http://stackoverflow.com/users/654203/anthony,5599
numpy,428862,Merlin,http://stackoverflow.com/users/428862/merlin,5193
numpy,482601,fabian789,http://stackoverflow.com/users/482601/fabian789,5114
numpy,2966723,Joel,http://stackoverflow.com/users/2966723/joel,5112
numpy,3019689,jez,http://stackoverflow.com/users/3019689/jez,4234
numpy,512652,ajwood,http://stackoverflow.com/users/512652/ajwood,3963
numpy,190280,Josh Bleecher Snyder,http://stackoverflow.com/users/190280/josh-bleecher-snyder,3686
numpy,886669,yasar,http://stackoverflow.com/users/886669/yasar,3667
numpy,1791279,rth,http://stackoverflow.com/users/1791279/rth,3571
numpy,974555,gerrit,http://stackoverflow.com/users/974555/gerrit,3469
numpy,1724926,eran,http://stackoverflow.com/users/1724926/eran,3445
numpy,1089623,Klausos Klausos,http://stackoverflow.com/users/1089623/klausos-klausos,3340
numpy,497600,lhk,http://stackoverflow.com/users/497600/lhk,3246
numpy,509205,CodeNoob,http://stackoverflow.com/users/509205/codenoob,3208
numpy,1112163,ajkumar25,http://stackoverflow.com/users/1112163/ajkumar25,3166
numpy,4838189,DevShark,http://stackoverflow.com/users/4838189/devshark,2784
numpy,2902280,P. Camilleri,http://stackoverflow.com/users/2902280/p-camilleri,2749
numpy,1179925,mrgloom,http://stackoverflow.com/users/1179925/mrgloom,2265
numpy,2109064,Michael,http://stackoverflow.com/users/2109064/michael,2216
numpy,1609077,scls,http://stackoverflow.com/users/1609077/scls,2121
numpy,863713,Brian,http://stackoverflow.com/users/863713/brian,1809
numpy,2605604,Simon,http://stackoverflow.com/users/2605604/simon,1788
numpy,1078391,DanHickstein,http://stackoverflow.com/users/1078391/danhickstein,1747
numpy,297850,user297850,http://stackoverflow.com/users/297850/user297850,1745
numpy,288609,user288609,http://stackoverflow.com/users/288609/user288609,1676
numpy,851699,Peter,http://stackoverflow.com/users/851699/peter,1659
numpy,308827,user308827,http://stackoverflow.com/users/308827/user308827,1641
numpy,1496362,dorien,http://stackoverflow.com/users/1496362/dorien,1614
numpy,439325,joon,http://stackoverflow.com/users/439325/joon,1600
numpy,2558506,Jee Seok Yoon,http://stackoverflow.com/users/2558506/jee-seok-yoon,1595
numpy,1380285,bob.sacamento,http://stackoverflow.com/users/1380285/bob-sacamento,1544
numpy,4596596,ShanZhengYang,http://stackoverflow.com/users/4596596/shanzhengyang,1537
numpy,140903,Am1rr3zA,http://stackoverflow.com/users/140903/am1rr3za,1510
numpy,2666270,pceccon,http://stackoverflow.com/users/2666270/pceccon,1469
numpy,103054,csiz,http://stackoverflow.com/users/103054/csiz,1464
numpy,2821224,9blue,http://stackoverflow.com/users/2821224/9blue,1450
numpy,49412,M456,http://stackoverflow.com/users/49412/m456,1438
numpy,766251,Sterling,http://stackoverflow.com/users/766251/sterling,1377
numpy,3594865,sedeh,http://stackoverflow.com/users/3594865/sedeh,1327
numpy,1112586,SCB,http://stackoverflow.com/users/1112586/scb,1263
