tag,userId,userName,Link,Reputation
hive,1158977,Sam Hammamy,http://stackoverflow.com/users/1158977/sam-hammamy,1514
hive,4647439,Jorge Canelhas,http://stackoverflow.com/users/4647439/jorge-canelhas,37
