tag,userId,userName,Link,Reputation
jtable,1089623,Klausos Klausos,http://stackoverflow.com/users/1089623/klausos-klausos,3340
jtable,4933403,Bishwajit Purkaystha,http://stackoverflow.com/users/4933403/bishwajit-purkaystha,56
