tag,userId,userName,Link,Reputation
post,2558506,Jee Seok Yoon,http://stackoverflow.com/users/2558506/jee-seok-yoon,1595
post,2550866,Sayed Zainul Abideen,http://stackoverflow.com/users/2550866/sayed-zainul-abideen,340
post,3843397,sambajetson,http://stackoverflow.com/users/3843397/sambajetson,115
